Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Region,TaxReturnsFiled,EstimatedPopulation,TotalWages
81630,STANDARD,DE BEQUE,CO,PRIMARY,39.33,-108.21,NA-US-CO-DE BEQUE,West,451,831,"20,124,732.00"
59073,PO BOX,ROUNDUP,MT,PRIMARY,46.5,-108.21,NA-US-MT-ROUNDUP,West,,,
82443,STANDARD,THERMOPOLIS,WY,PRIMARY,43.64,-108.21,NA-US-WY-THERMOPOLIS,West,"2,344","3,975","72,498,881.00"
59037,STANDARD,HUNTLEY,MT,PRIMARY,45.82,-108.22,NA-US-MT-HUNTLEY,West,811,"1,477","29,895,653.00"
59087,STANDARD,WINNETT,MT,PRIMARY,47.11,-108.22,NA-US-MT-WINNETT,West,,,
87323,STANDARD,THOREAU,NM,PRIMARY,35.4,-108.22,NA-US-NM-THOREAU,West,"1,054","1,809","26,437,042.00"
87005,STANDARD,BLUEWATER,NM,PRIMARY,35.14,-108.23,NA-US-NM-BLUEWATER,West,273,493,"7,714,629.00"
88053,PO BOX,PINOS ALTOS,NM,PRIMARY,32.88,-108.24,NA-US-NM-PINOS ALTOS,West,,,
88062,PO BOX,SILVER CITY,NM,PRIMARY,32.78,-108.26,NA-US-NM-SILVER CITY,West,"2,165","3,662","60,989,491.00"
88061,STANDARD,SILVER CITY,NM,PRIMARY,32.78,-108.26,NA-US-NM-SILVER CITY,West,"6,095","10,361","151,711,753.00"
82434,STANDARD,OTTO,WY,PRIMARY,44.4,-108.27,NA-US-WY-OTTO,West,,,
88022,STANDARD,ARENAS VALLEY,NM,PRIMARY,33.01,-108.28,NA-US-NM-ARENAS VALLEY,West,266,450,"7,028,850.00"
87827,STANDARD,PIE TOWN,NM,PRIMARY,34.33,-108.28,NA-US-NM-PIE TOWN,West,,,
81423,PO BOX,NORWOOD,CO,PRIMARY,38.13,-108.29,NA-US-CO-NORWOOD,West,708,"1,264","21,646,445.00"
81328,STANDARD,MANCOS,CO,PRIMARY,37.34,-108.29,NA-US-CO-MANCOS,West,"1,742","2,998","51,098,922.00"
88040,PO BOX,HACHITA,NM,PRIMARY,31.91,-108.32,NA-US-NM-HACHITA,West,,,
87417,STANDARD,KIRTLAND,NM,PRIMARY,36.73,-108.34,NA-US-NM-KIRTLAND,West,"2,825","5,126","116,767,772.00"
81526,STANDARD,PALISADE,CO,PRIMARY,39.1,-108.35,NA-US-CO-PALISADE,West,"2,433","4,291","89,983,896.00"
59524,STANDARD,DODSON,MT,PRIMARY,48.22,-108.35,NA-US-MT-DODSON,West,,,
88065,PO BOX,TYRONE,NM,PRIMARY,32.65,-108.35,NA-US-NM-TYRONE,West,555,991,"16,815,306.00"
59103,PO BOX,BILLINGS,MT,PRIMARY,45.63,-108.36,NA-US-MT-BILLINGS,West,642,960,"20,346,642.00"
59111,UNIQUE,BILLINGS,MT,PRIMARY,45.63,-108.36,NA-US-MT-BILLINGS,West,,,
59079,STANDARD,SHEPHERD,MT,PRIMARY,46.05,-108.38,NA-US-MT-SHEPHERD,West,"1,497","2,772","56,941,343.00"
59101,STANDARD,BILLINGS,MT,PRIMARY,45.65,-108.38,NA-US-MT-BILLINGS,West,"17,887","28,978","530,620,665.00"
59114,UNIQUE,BILLINGS,MT,PRIMARY,45.64,-108.39,NA-US-MT-BILLINGS,West,,,
87416,STANDARD,FRUITLAND,NM,PRIMARY,36.73,-108.39,NA-US-NM-FRUITLAND,West,"1,006","1,734","36,024,600.00"
82431,STANDARD,LOVELL,WY,PRIMARY,44.83,-108.39,NA-US-WY-LOVELL,West,"1,463","2,714","46,816,410.00"
82422,PO BOX,EMBLEM,WY,PRIMARY,44.51,-108.39,NA-US-WY-EMBLEM,West,,,
87421,STANDARD,WATERFLOW,NM,PRIMARY,36.81,-108.41,NA-US-NM-WATERFLOW,West,637,"1,141","23,281,288.00"
82501,STANDARD,RIVERTON,WY,PRIMARY,43.03,-108.41,NA-US-WY-RIVERTON,West,"8,484","14,724","316,482,094.00"
81431,STANDARD,REDVALE,CO,PRIMARY,38.18,-108.42,NA-US-CO-REDVALE,West,,,
81527,STANDARD,WHITEWATER,CO,PRIMARY,38.98,-108.43,NA-US-CO-WHITEWATER,West,905,"1,724","42,560,848.00"
59066,PO BOX,PRYOR,MT,PRIMARY,45.34,-108.43,NA-US-MT-PRYOR,West,326,609,"6,337,588.00"
82411,STANDARD,BURLINGTON,WY,PRIMARY,44.44,-108.43,NA-US-WY-BURLINGTON,West,,,
87347,PO BOX,JAMESTOWN,NM,PRIMARY,35.35,-108.44,NA-US-NM-JAMESTOWN,West,,,
59542,STANDARD,TURNER,MT,PRIMARY,48.79,-108.45,NA-US-MT-TURNER,West,,,
87357,PO BOX,PINEHILL,NM,PRIMARY,34.81,-108.45,NA-US-NM-PINEHILL,West,,,
87312,STANDARD,CONTINENTAL DIVIDE,NM,PRIMARY,35.47,-108.45,NA-US-NM-CONTINENTAL DIVIDE,West,,,
81520,STANDARD,CLIFTON,CO,PRIMARY,39.07,-108.46,NA-US-CO-CLIFTON,West,"6,136","10,846","190,627,095.00"
59105,STANDARD,BILLINGS,MT,PRIMARY,45.87,-108.47,NA-US-MT-BILLINGS,West,"13,886","24,609","533,652,108.00"
82420,PO BOX,COWLEY,WY,PRIMARY,44.88,-108.47,NA-US-WY-COWLEY,West,322,621,"11,568,500.00"
82510,STANDARD,ARAPAHOE,WY,PRIMARY,42.97,-108.47,NA-US-WY-ARAPAHOE,West,,,
81323,STANDARD,DOLORES,CO,PRIMARY,37.47,-108.49,NA-US-CO-DOLORES,West,"2,081","3,741","64,976,239.00"
81330,PO BOX,MESA VERDE NATIONAL PARK,CO,PRIMARY,37.18,-108.49,NA-US-CO-MESA VERDE NATIONAL PARK,West,,,
87321,STANDARD,RAMAH,NM,PRIMARY,35.13,-108.49,NA-US-NM-RAMAH,West,734,"1,297","17,305,949.00"
59107,PO BOX,BILLINGS,MT,PRIMARY,45.81,-108.5,NA-US-MT-BILLINGS,West,384,581,"11,825,344.00"
59115,UNIQUE,BILLINGS,MT,PRIMARY,45.78,-108.5,NA-US-MT-BILLINGS,West,,,
59117,UNIQUE,BILLINGS,MT,PRIMARY,45.78,-108.5,NA-US-MT-BILLINGS,West,,,
82412,PO BOX,BYRON,WY,PRIMARY,44.79,-108.5,NA-US-WY-BYRON,West,,,
59072,STANDARD,ROUNDUP,MT,PRIMARY,46.44,-108.51,NA-US-MT-ROUNDUP,West,"1,755","3,141","47,269,144.00"
59546,STANDARD,ZORTMAN,MT,PRIMARY,47.78,-108.53,NA-US-MT-ZORTMAN,West,,,
59112,UNIQUE,BILLINGS,MT,PRIMARY,45.79,-108.53,NA-US-MT-BILLINGS,West,,,
87820,STANDARD,ARAGON,NM,PRIMARY,33.88,-108.53,NA-US-NM-ARAGON,West,,,
59014,STANDARD,BRIDGER,MT,PRIMARY,45.18,-108.54,NA-US-MT-BRIDGER,West,668,"1,195","17,374,282.00"
87316,PO BOX,FORT WINGATE,NM,PRIMARY,35.46,-108.54,NA-US-NM-FORT WINGATE,West,320,550,"10,885,785.00"
81424,STANDARD,NUCLA,CO,PRIMARY,38.26,-108.55,NA-US-CO-NUCLA,West,549,991,"17,584,647.00"
81502,PO BOX,GRAND JUNCTION,CO,PRIMARY,39.08,-108.55,NA-US-CO-GRAND JUNCTION,West,"1,436","2,199","50,745,963.00"
81505,STANDARD,GRAND JUNCTION,CO,PRIMARY,39.08,-108.55,NA-US-CO-GRAND JUNCTION,West,"4,522","7,827","194,144,966.00"
81506,STANDARD,GRAND JUNCTION,CO,PRIMARY,39.08,-108.55,NA-US-CO-GRAND JUNCTION,West,"5,539","9,525","229,699,149.00"
81501,STANDARD,GRAND JUNCTION,CO,PRIMARY,39.08,-108.55,NA-US-CO-GRAND JUNCTION,West,"9,564","14,845","274,598,918.00"
81503,STANDARD,GRAND JUNCTION,CO,PRIMARY,39.08,-108.55,NA-US-CO-GRAND JUNCTION,West,"8,384","14,959","320,203,673.00"
81504,STANDARD,GRAND JUNCTION,CO,PRIMARY,39.08,-108.55,NA-US-CO-GRAND JUNCTION,West,"12,901","23,098","483,819,068.00"
81422,STANDARD,NATURITA,CO,PRIMARY,38.21,-108.56,NA-US-CO-NATURITA,West,254,446,"7,497,402.00"
81321,STANDARD,CORTEZ,CO,PRIMARY,37.35,-108.57,NA-US-CO-CORTEZ,West,"6,409","11,209","189,333,829.00"
59102,STANDARD,BILLINGS,MT,PRIMARY,45.76,-108.57,NA-US-MT-BILLINGS,West,"23,753","38,624","781,417,078.00"
87310,PO BOX,BRIMHALL,NM,PRIMARY,35.8,-108.57,NA-US-NM-BRIMHALL,West,,,
88038,PO BOX,GILA,NM,PRIMARY,32.96,-108.57,NA-US-NM-GILA,West,,,
59108,PO BOX,BILLINGS,MT,PRIMARY,45.77,-108.58,NA-US-MT-BILLINGS,West,480,753,"17,828,890.00"
59104,PO BOX,BILLINGS,MT,PRIMARY,45.77,-108.58,NA-US-MT-BILLINGS,West,562,872,"19,440,224.00"
59116,UNIQUE,BILLINGS,MT,PRIMARY,45.76,-108.58,NA-US-MT-BILLINGS,West,,,
82515,PO BOX,HUDSON,WY,PRIMARY,42.9,-108.58,NA-US-WY-HUDSON,West,258,446,"8,756,685.00"
87311,PO BOX,CHURCH ROCK,NM,PRIMARY,35.53,-108.59,NA-US-NM-CHURCH ROCK,West,906,"1,487","19,486,191.00"
82421,STANDARD,DEAVER,WY,PRIMARY,44.88,-108.59,NA-US-WY-DEAVER,West,,,
59084,STANDARD,TEIGEN,MT,PRIMARY,47.03,-108.61,NA-US-MT-TEIGEN,West,,,
88028,PO BOX,CLIFF,NM,PRIMARY,32.96,-108.61,NA-US-NM-CLIFF,West,,,
82423,PO BOX,FRANNIE,WY,PRIMARY,44.97,-108.62,NA-US-WY-FRANNIE,West,,,
59526,STANDARD,HARLEM,MT,PRIMARY,48.49,-108.65,NA-US-MT-HARLEM,West,"1,014","1,851","22,837,903.00"
87322,PO BOX,REHOBOTH,NM,PRIMARY,35.49,-108.65,NA-US-NM-REHOBOTH,West,,,
81507,STANDARD,GRAND JUNCTION,CO,PRIMARY,38.99,-108.66,NA-US-CO-GRAND JUNCTION,West,"5,629","10,299","274,180,252.00"
59106,STANDARD,BILLINGS,MT,PRIMARY,45.8,-108.66,NA-US-MT-BILLINGS,West,"5,614","10,738","365,260,374.00"
81327,STANDARD,LEWIS,CO,PRIMARY,37.5,-108.67,NA-US-CO-LEWIS,West,289,547,"8,440,498.00"
87315,STANDARD,FENCE LAKE,NM,PRIMARY,34.65,-108.67,NA-US-NM-FENCE LAKE,West,,,
59044,STANDARD,LAUREL,MT,PRIMARY,45.6,-108.68,NA-US-MT-LAUREL,West,"5,206","9,257","181,673,759.00"
59026,STANDARD,EDGAR,MT,PRIMARY,45.44,-108.68,NA-US-MT-EDGAR,West,,,
59002,STANDARD,ACTON,MT,PRIMARY,45.98,-108.68,NA-US-MT-ACTON,West,,,
88009,PO BOX,PLAYAS,NM,PRIMARY,32.02,-108.68,NA-US-NM-PLAYAS,West,,,
82516,STANDARD,KINNEAR,WY,PRIMARY,43.15,-108.68,NA-US-WY-KINNEAR,West,325,586,"10,096,834.00"
87420,STANDARD,SHIPROCK,NM,PRIMARY,36.79,-108.69,NA-US-NM-SHIPROCK,West,"3,099","5,236","93,508,324.00"
82523,STANDARD,PAVILLION,WY,PRIMARY,43.24,-108.69,NA-US-WY-PAVILLION,West,369,673,"12,690,362.00"
87455,PO BOX,NEWCOMB,NM,PRIMARY,36.28,-108.7,NA-US-NM-NEWCOMB,West,325,531,"8,797,470.00"
88045,STANDARD,LORDSBURG,NM,PRIMARY,32.34,-108.7,NA-US-NM-LORDSBURG,West,"1,577","2,798","43,110,519.00"
87364,PO BOX,SHEEP SPRINGS,NM,PRIMARY,36.14,-108.7,NA-US-NM-SHEEP SPRINGS,West,,,
88025,STANDARD,BUCKHORN,NM,PRIMARY,33.03,-108.7,NA-US-NM-BUCKHORN,West,,,
87375,PO BOX,YATAHEY,NM,PRIMARY,35.61,-108.71,NA-US-NM-YATAHEY,West,635,"1,082","14,540,511.00"
81334,PO BOX,TOWAOC,CO,PRIMARY,37.2,-108.72,NA-US-CO-TOWAOC,West,403,653,"8,968,737.00"
81521,STANDARD,FRUITA,CO,PRIMARY,39.15,-108.72,NA-US-CO-FRUITA,West,"6,740","12,464","276,339,638.00"
81335,STANDARD,YELLOW JACKET,CO,PRIMARY,37.53,-108.72,NA-US-CO-YELLOW JACKET,West,,,
82520,STANDARD,LANDER,WY,PRIMARY,42.83,-108.72,NA-US-WY-LANDER,West,"5,645","9,746","197,799,690.00"
81523,STANDARD,GLADE PARK,CO,PRIMARY,39,-108.73,NA-US-CO-GLADE PARK,West,288,531,"11,652,579.00"
59529,STANDARD,HOGELAND,MT,PRIMARY,48.79,-108.73,NA-US-MT-HOGELAND,West,,,
87301,STANDARD,GALLUP,NM,PRIMARY,35.52,-108.73,NA-US-NM-GALLUP,West,"6,424","11,110","210,213,249.00"
87305,PO BOX,GALLUP,NM,PRIMARY,35.52,-108.73,NA-US-NM-GALLUP,West,"15,584","28,887","310,204,889.00"
88055,PO BOX,REDROCK,NM,PRIMARY,32.68,-108.73,NA-US-NM-REDROCK,West,,,
87302,UNIQUE,GALLUP,NM,PRIMARY,35.52,-108.73,NA-US-NM-GALLUP,West,,,
82435,STANDARD,POWELL,WY,PRIMARY,44.79,-108.73,NA-US-WY-POWELL,West,"5,130","9,162","174,434,566.00"
59527,PO BOX,HAYS,MT,PRIMARY,48.07,-108.74,NA-US-MT-HAYS,West,363,719,"7,168,276.00"
87325,STANDARD,TOHATCHI,NM,PRIMARY,35.85,-108.75,NA-US-NM-TOHATCHI,West,681,"1,112","18,481,114.00"
81331,STANDARD,PLEASANT VIEW,CO,PRIMARY,37.58,-108.76,NA-US-CO-PLEASANT VIEW,West,,,
87830,STANDARD,RESERVE,NM,PRIMARY,33.7,-108.76,NA-US-NM-RESERVE,West,411,695,"7,490,650.00"
87317,STANDARD,GAMERCO,NM,PRIMARY,35.57,-108.76,NA-US-NM-GAMERCO,West,577,988,"12,731,045.00"
87327,PO BOX,ZUNI,NM,PRIMARY,35.08,-108.76,NA-US-NM-ZUNI,West,"2,206","4,008","46,427,778.00"
81648,STANDARD,RANGELY,CO,PRIMARY,40.08,-108.77,NA-US-CO-RANGELY,West,"1,187","2,189","61,790,137.00"
82942,PO BOX,POINT OF ROCKS,WY,PRIMARY,41.68,-108.78,NA-US-WY-POINT OF ROCKS,West,,,
59029,STANDARD,FROMBERG,MT,PRIMARY,45.39,-108.79,NA-US-MT-FROMBERG,West,334,585,"10,037,601.00"
87829,STANDARD,QUEMADO,NM,PRIMARY,34.31,-108.79,NA-US-NM-QUEMADO,West,319,572,"6,079,988.00"
87326,PO BOX,VANDERWAGEN,NM,PRIMARY,35.26,-108.8,NA-US-NM-VANDERWAGEN,West,328,566,"8,839,787.00"
87320,PO BOX,MEXICAN SPRINGS,NM,PRIMARY,35.78,-108.8,NA-US-NM-MEXICAN SPRINGS,West,,,
81524,STANDARD,LOMA,CO,PRIMARY,39.2,-108.82,NA-US-CO-LOMA,West,929,"1,805","42,315,308.00"
81320,STANDARD,CAHONE,CO,PRIMARY,37.65,-108.82,NA-US-CO-CAHONE,West,,,
88020,STANDARD,ANIMAS,NM,PRIMARY,31.94,-108.83,NA-US-NM-ANIMAS,West,384,712,"10,157,683.00"
87319,PO BOX,MENTMORE,NM,PRIMARY,35.51,-108.84,NA-US-NM-MENTMORE,West,399,656,"7,684,207.00"
81525,STANDARD,MACK,CO,PRIMARY,39.22,-108.87,NA-US-CO-MACK,West,397,694,"13,988,167.00"
59015,STANDARD,BROADVIEW,MT,PRIMARY,46.07,-108.87,NA-US-MT-BROADVIEW,West,278,462,"5,399,019.00"
87461,PO BOX,SANOSTEE,NM,PRIMARY,36.43,-108.87,NA-US-NM-SANOSTEE,West,,,
82433,STANDARD,MEETEETSE,WY,PRIMARY,44.15,-108.87,NA-US-WY-MEETEETSE,West,396,706,"10,399,784.00"
81411,STANDARD,BEDROCK,CO,PRIMARY,38.32,-108.88,NA-US-CO-BEDROCK,West,,,
59032,STANDARD,GRASS RANGE,MT,PRIMARY,47.02,-108.88,NA-US-MT-GRASS RANGE,West,,,
88039,STANDARD,GLENWOOD,NM,PRIMARY,33.31,-108.88,NA-US-NM-GLENWOOD,West,250,395,"4,138,035.00"
81324,STANDARD,DOVE CREEK,CO,PRIMARY,37.76,-108.9,NA-US-CO-DOVE CREEK,West,626,"1,155","18,719,046.00"
82440,PO BOX,RALSTON,WY,PRIMARY,44.76,-108.9,NA-US-WY-RALSTON,West,,,
82514,STANDARD,FORT WASHAKIE,WY,PRIMARY,43,-108.92,NA-US-WY-FORT WASHAKIE,West,"1,250","2,266","31,026,267.00"
81325,STANDARD,EGNAR,CO,PRIMARY,37.92,-108.93,NA-US-CO-EGNAR,West,,,
59057,STANDARD,MOLT,MT,PRIMARY,45.85,-108.94,NA-US-MT-MOLT,West,317,588,"12,654,935.00"
81429,PO BOX,PARADOX,CO,PRIMARY,38.37,-108.95,NA-US-CO-PARADOX,West,,,
87824,PO BOX,LUNA,NM,PRIMARY,33.81,-108.95,NA-US-NM-LUNA,West,,,
88051,PO BOX,MULE CREEK,NM,PRIMARY,33.12,-108.95,NA-US-NM-MULE CREEK,West,,,
82945,PO BOX,SUPERIOR,WY,PRIMARY,41.76,-108.96,NA-US-WY-SUPERIOR,West,,,
59063,STANDARD,PARK CITY,MT,PRIMARY,45.65,-108.97,NA-US-MT-PARK CITY,West,882,"1,650","33,177,747.00"
86515,PO BOX,WINDOW ROCK,AZ,PRIMARY,35.69,-108.98,NA-US-AZ-WINDOW ROCK,West,"7,433","14,221","183,648,913.00"
59471,STANDARD,ROY,MT,PRIMARY,47.42,-108.98,NA-US-MT-ROY,West,,,
81522,STANDARD,GATEWAY,CO,PRIMARY,38.68,-108.99,NA-US-CO-GATEWAY,West,,,
59041,STANDARD,JOLIET,MT,PRIMARY,45.48,-108.99,NA-US-MT-JOLIET,West,893,"1,638","29,574,925.00"
81610,STANDARD,DINOSAUR,CO,PRIMARY,40.24,-109,NA-US-CO-DINOSAUR,West,,,
81633,STANDARD,DINOSAUR,CO,PRIMARY,40.24,-109,NA-US-CO-DINOSAUR,West,,,
59046,STANDARD,LAVINA,MT,PRIMARY,46.44,-109,NA-US-MT-LAVINA,West,,,
59008,STANDARD,BELFRY,MT,PRIMARY,45.1,-109.01,NA-US-MT-BELFRY,West,,,
59547,STANDARD,ZURICH,MT,PRIMARY,48.66,-109.01,NA-US-MT-ZURICH,West,,,
87328,PO BOX,NAVAJO,NM,PRIMARY,35.89,-109.03,NA-US-NM-NAVAJO,West,465,797,"11,477,513.00"
88056,PO BOX,RODEO,NM,PRIMARY,31.83,-109.03,NA-US-NM-RODEO,West,,,
82414,STANDARD,CODY,WY,PRIMARY,44.51,-109.05,NA-US-WY-CODY,West,"7,956","13,606","262,586,230.00"
59013,PO BOX,BOYD,MT,PRIMARY,45.43,-109.06,NA-US-MT-BOYD,West,,,
85534,STANDARD,DUNCAN,AZ,PRIMARY,32.76,-109.07,NA-US-AZ-DUNCAN,West,935,"1,741","34,022,092.00"
86508,PO BOX,LUPTON,AZ,PRIMARY,35.29,-109.07,NA-US-AZ-LUPTON,West,,,
59441,STANDARD,FOREST GROVE,MT,PRIMARY,46.92,-109.07,NA-US-MT-FOREST GROVE,West,,,
86504,PO BOX,FORT DEFIANCE,AZ,PRIMARY,35.77,-109.11,NA-US-AZ-FORT DEFIANCE,West,"1,360","2,391","46,482,371.00"
59007,STANDARD,BEARCREEK,MT,PRIMARY,45.13,-109.15,NA-US-MT-BEARCREEK,West,,,
86544,PO BOX,RED VALLEY,AZ,PRIMARY,36.61,-109.16,NA-US-AZ-RED VALLEY,West,,,
59070,STANDARD,ROBERTS,MT,PRIMARY,45.34,-109.16,NA-US-MT-ROBERTS,West,481,863,"14,303,335.00"
84530,PO BOX,LA SAL,UT,PRIMARY,38.23,-109.17,NA-US-UT-LA SAL,West,,,
85920,STANDARD,ALPINE,AZ,PRIMARY,33.83,-109.19,NA-US-AZ-ALPINE,West,,,
84534,PO BOX,MONTEZUMA CREEK,UT,PRIMARY,37.21,-109.19,NA-US-UT-MONTEZUMA CREEK,West,385,711,"12,790,009.00"
82943,PO BOX,RELIANCE,WY,PRIMARY,41.67,-109.19,NA-US-WY-RELIANCE,West,,,
82512,STANDARD,CROWHEART,WY,PRIMARY,43.31,-109.19,NA-US-WY-CROWHEART,West,,,
85608,PO BOX,DOUGLAS,AZ,PRIMARY,31.52,-109.2,NA-US-AZ-DOUGLAS,West,"1,044","1,989","21,607,184.00"
85938,STANDARD,SPRINGERVILLE,AZ,PRIMARY,34.04,-109.2,NA-US-AZ-SPRINGERVILLE,West,"1,137","2,078","37,161,037.00"
85632,STANDARD,SAN SIMON,AZ,PRIMARY,32,-109.21,NA-US-AZ-SAN SIMON,West,289,487,"5,539,410.00"
85922,STANDARD,BLUE,AZ,PRIMARY,33.52,-109.21,NA-US-AZ-BLUE,West,,,
59523,STANDARD,CHINOOK,MT,PRIMARY,48.47,-109.21,NA-US-MT-CHINOOK,West,"1,073","1,854","24,884,739.00"
59535,STANDARD,LLOYD,MT,PRIMARY,48.02,-109.21,NA-US-MT-LLOYD,West,,,
59489,STANDARD,WINIFRED,MT,PRIMARY,47.63,-109.21,NA-US-MT-WINIFRED,West,,,
85932,PO BOX,NUTRIOSO,AZ,PRIMARY,33.93,-109.22,NA-US-AZ-NUTRIOSO,West,,,
82902,PO BOX,ROCK SPRINGS,WY,PRIMARY,41.59,-109.22,NA-US-WY-ROCK SPRINGS,West,"1,329","2,200","65,345,374.00"
82901,STANDARD,ROCK SPRINGS,WY,PRIMARY,41.59,-109.22,NA-US-WY-ROCK SPRINGS,West,"12,020","21,310","615,652,293.00"
59019,STANDARD,COLUMBUS,MT,PRIMARY,45.72,-109.23,NA-US-MT-COLUMBUS,West,"1,882","3,449","73,247,176.00"
86506,PO BOX,HOUCK,AZ,PRIMARY,35.36,-109.24,NA-US-AZ-HOUCK,West,296,521,"7,318,128.00"
59068,STANDARD,RED LODGE,MT,PRIMARY,45.19,-109.24,NA-US-MT-RED LODGE,West,"1,867","3,039","52,866,591.00"
86556,PO BOX,TSAILE,AZ,PRIMARY,36.27,-109.26,NA-US-AZ-TSAILE,West,305,576,"9,244,040.00"
86511,PO BOX,SAINT MICHAELS,AZ,PRIMARY,35.64,-109.26,NA-US-AZ-SAINT MICHAELS,West,885,"1,563","25,634,060.00"
84035,STANDARD,JENSEN,UT,PRIMARY,40.47,-109.26,NA-US-UT-JENSEN,West,380,718,"18,463,710.00"
86507,PO BOX,LUKACHUKAI,AZ,PRIMARY,36.45,-109.27,NA-US-AZ-LUKACHUKAI,West,375,714,"9,871,071.00"
85533,STANDARD,CLIFTON,AZ,PRIMARY,33.27,-109.27,NA-US-AZ-CLIFTON,West,921,"1,699","36,377,544.00"
59451,STANDARD,HILGER,MT,PRIMARY,47.43,-109.27,NA-US-MT-HILGER,West,,,
59067,STANDARD,RAPELJE,MT,PRIMARY,45.95,-109.27,NA-US-MT-RAPELJE,West,,,
86512,PO BOX,SANDERS,AZ,PRIMARY,35.13,-109.29,NA-US-AZ-SANDERS,West,698,"1,282","17,978,490.00"
84535,STANDARD,MONTICELLO,UT,PRIMARY,37.98,-109.29,NA-US-UT-MONTICELLO,West,986,"1,880","28,214,910.00"
84510,PO BOX,ANETH,UT,PRIMARY,37.2,-109.29,NA-US-UT-ANETH,West,,,
84515,STANDARD,CISCO,UT,PRIMARY,38.97,-109.31,NA-US-UT-CISCO,West,,,
85625,STANDARD,PEARCE,AZ,PRIMARY,31.86,-109.33,NA-US-AZ-PEARCE,West,852,"1,462","16,435,242.00"
85936,STANDARD,SAINT JOHNS,AZ,PRIMARY,34.56,-109.33,NA-US-AZ-SAINT JOHNS,West,"1,420","2,764","45,774,105.00"
59457,STANDARD,LEWISTOWN,MT,PRIMARY,47.01,-109.34,NA-US-MT-LEWISTOWN,West,"4,581","7,742","111,755,550.00"
84023,STANDARD,DUTCH JOHN,UT,PRIMARY,40.91,-109.34,NA-US-UT-DUTCH JOHN,West,,,
86514,STANDARD,TEEC NOS POS,AZ,PRIMARY,36.89,-109.37,NA-US-AZ-TEEC NOS POS,West,527,952,"15,824,290.00"
85540,STANDARD,MORENCI,AZ,PRIMARY,33.04,-109.37,NA-US-AZ-MORENCI,West,"1,223","2,357","75,495,824.00"
85925,STANDARD,EAGAR,AZ,PRIMARY,34.11,-109.38,NA-US-AZ-EAGAR,West,"1,547","3,030","51,510,640.00"
59074,STANDARD,RYEGATE,MT,PRIMARY,46.39,-109.38,NA-US-MT-RYEGATE,West,275,445,"4,008,690.00"
86540,PO BOX,NAZLINI,AZ,PRIMARY,35.92,-109.41,NA-US-AZ-NAZLINI,West,,,
82450,PO BOX,WAPITI,WY,PRIMARY,44.47,-109.43,NA-US-WY-WAPITI,West,,,
86547,PO BOX,ROUND ROCK,AZ,PRIMARY,36.53,-109.44,NA-US-AZ-ROUND ROCK,West,,,
82932,STANDARD,FARSON,WY,PRIMARY,42.11,-109.44,NA-US-WY-FARSON,West,350,663,"16,096,073.00"
85607,STANDARD,DOUGLAS,AZ,PRIMARY,31.54,-109.46,NA-US-AZ-DOUGLAS,West,"5,822","11,382","134,830,692.00"
82935,STANDARD,GREEN RIVER,WY,PRIMARY,41.51,-109.46,NA-US-WY-GREEN RIVER,West,"6,205","11,450","348,810,603.00"
85927,STANDARD,GREER,AZ,PRIMARY,34,-109.48,NA-US-AZ-GREER,West,,,
84511,STANDARD,BLANDING,UT,PRIMARY,37.55,-109.48,NA-US-UT-BLANDING,West,"1,476","2,906","48,325,188.00"
84540,STANDARD,THOMPSON,UT,PRIMARY,39.18,-109.49,NA-US-UT-THOMPSON,West,,,
85605,PO BOX,BOWIE,AZ,PRIMARY,32.28,-109.5,NA-US-AZ-BOWIE,West,,,
85655,PO BOX,DOUGLAS,AZ,PRIMARY,31.34,-109.52,NA-US-AZ-DOUGLAS,West,,,
84512,PO BOX,BLUFF,UT,PRIMARY,37.14,-109.52,NA-US-UT-BLUFF,West,,,
84079,PO BOX,VERNAL,UT,PRIMARY,40.45,-109.53,NA-US-UT-VERNAL,West,,,
84008,STANDARD,BONANZA,UT,PRIMARY,40.45,-109.53,NA-US-UT-BONANZA,West,,,
86555,STANDARD,DOUGLAS,AZ,PRIMARY,31.38,-109.55,NA-US-AZ-DOUGLAS,West,,,
59001,STANDARD,ABSAROKEE,MT,PRIMARY,45.5,-109.56,NA-US-MT-ABSAROKEE,West,763,"1,377","26,678,236.00"
59071,STANDARD,ROSCOE,MT,PRIMARY,45.29,-109.56,NA-US-MT-ROSCOE,West,,,
59078,STANDARD,SHAWMUT,MT,PRIMARY,46.39,-109.56,NA-US-MT-SHAWMUT,West,,,
85626,PO BOX,PIRTLEVILLE,AZ,PRIMARY,31.35,-109.57,NA-US-AZ-PIRTLEVILLE,West,419,834,"8,196,655.00"
86503,STANDARD,CHINLE,AZ,PRIMARY,36.23,-109.57,NA-US-AZ-CHINLE,West,"3,358","6,331","103,431,799.00"
86502,PO BOX,CHAMBERS,AZ,PRIMARY,35.14,-109.57,NA-US-AZ-CHAMBERS,West,,,
84078,STANDARD,VERNAL,UT,PRIMARY,40.55,-109.57,NA-US-UT-VERNAL,West,"9,973","19,357","487,580,994.00"
86538,PO BOX,MANY FARMS,AZ,PRIMARY,36.39,-109.59,NA-US-AZ-MANY FARMS,West,421,797,"12,083,324.00"
86545,PO BOX,ROCK POINT,AZ,PRIMARY,36.66,-109.6,NA-US-AZ-ROCK POINT,West,325,632,"9,418,311.00"
